participant,recording,participant_group,picture_id,media_code,aoi_hit_column,aoi_name,semantic_class_auto,aoi_size,duration_of_interval_ms,total_duration_of_fixations_ms,average_duration_of_fixations_ms,minimum_duration_of_fixations_ms,maximum_duration_of_fixations_ms,number_of_fixations,time_to_first_fixation_ms,duration_of_first_fixation_ms,last_aoi_viewed,aoi_at_interval_end,total_duration_of_visit_ms,average_duration_of_visit_ms,number_of_visits,revisit_count,total_duration_of_glances_ms,number_of_glances,aoi_hit_sample_count,aoi_pupil_sum,aoi_pupil_count,aoi_average_pupil_diameter,baseline_period_media_code,baseline_pupil_mean,baseline_pupil_count,aoi_pupil_expansion_rate_vs_baseline_pct
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_021],AOI_021,human_activities,61864,7066,300.0,300.0,300.0,300.0,1,5070.0,300.0,False,False,300.0,300.0,1,0,300.0,1,36,96.51,36,2.680833333333333,zhidaoyu,2.830858373205742,1045.0,-5.299630715983728
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_022],AOI_022,human_activities,44668,7066,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_023],AOI_023,human_activities,45749,7066,275.0,275.0,275.0,275.0,1,5645.0,275.0,False,False,275.0,275.0,1,0,275.0,1,33,90.341,33,2.737606060606061,zhidaoyu,2.830858373205742,1045.0,-3.294135569702819
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_031],AOI_031,river,2833371,7066,267.0,267.0,267.0,267.0,1,6595.0,267.0,False,False,267.0,267.0,1,0,267.0,1,32,88.818,32,2.7755625,zhidaoyu,2.830858373205742,1045.0,-1.953325313944387
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_033],AOI_033,sign,75675,7066,425.0,212.5,150.0,275.0,2,1245.0,275.0,False,False,425.0,425.0,1,0,425.0,1,51,144.977,51,2.842686274509804,zhidaoyu,2.830858373205742,1045.0,0.4178203125954203
S003,R003,PRO,2,Image_012,AOI hit [Image_012 - AOI_035],AOI_035,sign,53882,7066,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,3,Image_023,AOI hit [Image_023 - AOI_027],AOI_027,riparian_vegetation,10615,6067,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,3,Image_023,AOI hit [Image_023 - AOI_031],AOI_031,river,62158,6067,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,3,Image_023,AOI hit [Image_023 - AOI_033],AOI_033,sign,9205,6067,367.0,367.0,367.0,367.0,1,5871.0,367.0,True,True,367.0,367.0,1,0,367.0,1,24,68.476,24,2.853166666666666,zhidaoyu,2.830858373205742,1045.0,0.7880398988544998
S003,R003,PRO,3,Image_023,AOI hit [Image_023 - AOI_041],AOI_041,upland_vegetation,16849,6067,1834.0,458.5,225.0,800.0,4,262.0,225.0,False,False,1834.0,611.3333333333334,3,2,1834.0,3,220,635.537,220,2.888804545454545,zhidaoyu,2.830858373205742,1045.0,2.04694706020152
S003,R003,PRO,4,Image_026,AOI hit [Image_026 - AOI_018],AOI_018,human_activities,10859,5466,517.0,517.0,517.0,517.0,1,2421.0,517.0,False,False,517.0,517.0,1,0,517.0,1,62,161.532,62,2.605354838709677,zhidaoyu,2.830858373205742,1045.0,-7.965906617952706
S003,R003,PRO,4,Image_026,AOI hit [Image_026 - AOI_027],AOI_027,riparian_vegetation,662477,5466,509.0,254.5,142.0,367.0,2,4.0,367.0,False,False,509.0,254.5,2,1,509.0,2,37,103.613,37,2.800351351351351,zhidaoyu,2.830858373205742,1045.0,-1.0776597707303814
S003,R003,PRO,4,Image_026,AOI hit [Image_026 - AOI_028],AOI_028,riparian_vegetation,46746,5466,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,4,Image_026,AOI hit [Image_026 - AOI_029],AOI_029,riparian_vegetation,135520,5466,233.0,233.0,233.0,233.0,1,221.0,233.0,False,False,233.0,233.0,1,0,233.0,1,28,79.406,28,2.835928571428572,zhidaoyu,2.830858373205742,1045.0,0.1791046232061401
S003,R003,PRO,4,Image_026,AOI hit [Image_026 - AOI_031],AOI_031,river,42288,5466,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,5,Image_027,AOI hit [Image_027 - AOI_012],AOI_012,commercial_building,794126,3384,708.0,708.0,708.0,708.0,1,5.0,708.0,False,False,708.0,708.0,1,0,708.0,1,29,81.801,29,2.8207241379310344,zhidaoyu,2.830858373205742,1045.0,-0.3579916032051894
S003,R003,PRO,5,Image_027,AOI hit [Image_027 - AOI_027],AOI_027,riparian_vegetation,516054,3384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,5,Image_027,AOI hit [Image_027 - AOI_028],AOI_028,riparian_vegetation,20262,3384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,5,Image_027,AOI hit [Image_027 - AOI_029],AOI_029,riparian_vegetation,12876,3384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,5,Image_027,AOI hit [Image_027 - AOI_031],AOI_031,river,26631,3384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,6,Image_028,AOI hit [Image_028 - AOI_010],AOI_010,birds,62962,4650,1658.0,829.0,633.0,1025.0,2,4.0,633.0,True,True,1658.0,829.0,2,1,1658.0,2,130,349.314,130,2.6870307692307693,zhidaoyu,2.830858373205742,1045.0,-5.080706450605591
S003,R003,PRO,6,Image_028,AOI hit [Image_028 - AOI_027],AOI_027,riparian_vegetation,2568165,4650,3133.0,1044.3333333333333,633.0,1475.0,3,4.0,633.0,True,True,3133.0,1566.5,2,1,3133.0,2,307,778.928,307,2.5372247557003256,zhidaoyu,2.830858373205742,1045.0,-10.372600066632709
S003,R003,PRO,6,Image_028,AOI hit [Image_028 - AOI_031],AOI_031,river,10735011,4650,975.0,243.75,125.0,417.0,4,2629.0,158.0,False,False,975.0,975.0,1,0,975.0,1,117,325.908,117,2.785538461538461,zhidaoyu,2.830858373205742,1045.0,-1.6009247264446838
S003,R003,PRO,7,Image_029,AOI hit [Image_029 - AOI_018],AOI_018,human_activities,230712,7983,358.0,358.0,358.0,358.0,1,3312.0,358.0,False,False,358.0,358.0,1,0,358.0,1,43,118.99,43,2.7672093023255813,zhidaoyu,2.830858373205742,1045.0,-2.2484018092393208
S003,R003,PRO,7,Image_029,AOI hit [Image_029 - AOI_019],AOI_019,human_activities,73980,7983,533.0,266.5,183.0,350.0,2,871.0,183.0,False,False,533.0,266.5,2,1,533.0,2,64,177.069,64,2.766703125,zhidaoyu,2.830858373205742,1045.0,-2.266282510385392
S003,R003,PRO,7,Image_029,AOI hit [Image_029 - AOI_027],AOI_027,riparian_vegetation,3422143,7983,3315.0,276.25,133.0,583.0,12,279.0,133.0,False,False,3315.0,828.75,4,3,3315.0,4,398,1128.786,398,2.836145728643216,zhidaoyu,2.830858373205742,1045.0,0.1867756962877169
S003,R003,PRO,7,Image_029,AOI hit [Image_029 - AOI_031],AOI_031,river,3623638,7983,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,7,Image_029,AOI hit [Image_029 - AOI_036],AOI_036,traditional_building,2132602,7983,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,8,Image_030,AOI hit [Image_030 - AOI_010],AOI_010,birds,7613,6033,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,8,Image_030,AOI hit [Image_030 - AOI_026],AOI_026,landmark,19147,6033,308.0,308.0,308.0,308.0,1,5263.0,308.0,False,False,308.0,308.0,1,0,308.0,1,37,96.044,37,2.595783783783784,zhidaoyu,2.830858373205742,1045.0,-8.304003889666632
S003,R003,PRO,8,Image_030,AOI hit [Image_030 - AOI_027],AOI_027,riparian_vegetation,101223,6033,200.0,200.0,200.0,200.0,1,263.0,200.0,False,False,200.0,200.0,1,0,200.0,1,24,65.764,24,2.740166666666666,zhidaoyu,2.830858373205742,1045.0,-3.2036822257686297
S003,R003,PRO,8,Image_030,AOI hit [Image_030 - AOI_028],AOI_028,riparian_vegetation,20086,6033,242.0,242.0,242.0,242.0,1,513.0,242.0,False,False,242.0,242.0,1,0,242.0,1,29,74.324,29,2.5628965517241378,zhidaoyu,2.830858373205742,1045.0,-9.465744525331264
S003,R003,PRO,8,Image_030,AOI hit [Image_030 - AOI_031],AOI_031,river,298456,6033,350.0,175.0,133.0,217.0,2,2313.0,217.0,False,False,350.0,175.0,2,1,350.0,2,42,104.614,42,2.490809523809524,zhidaoyu,2.830858373205742,1045.0,-12.01221695210197
S003,R003,PRO,9,Image_031,AOI hit [Image_031 - AOI_013],AOI_013,commercial_building,42936,7733,658.0,329.0,133.0,525.0,2,263.0,525.0,False,False,658.0,329.0,2,1,658.0,2,79,202.713,79,2.565987341772152,zhidaoyu,2.830858373205742,1045.0,-9.356562445532838
S003,R003,PRO,9,Image_031,AOI hit [Image_031 - AOI_031],AOI_031,river,1515829,7733,358.0,358.0,358.0,358.0,1,1755.0,358.0,False,False,358.0,358.0,1,0,358.0,1,43,114.229,43,2.656488372093023,zhidaoyu,2.830858373205742,1045.0,-6.159615852320353
S003,R003,PRO,9,Image_031,AOI hit [Image_031 - AOI_033],AOI_033,sign,59621,7733,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,10,Image_002,AOI hit [Image_002 - AOI_031],AOI_031,river,2627951,8783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,10,Image_002,AOI hit [Image_002 - AOI_033],AOI_033,sign,217062,8783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,10,Image_002,AOI hit [Image_002 - AOI_036],AOI_036,traditional_building,1780066,8783,2391.0,265.6666666666667,133.0,475.0,9,205.0,208.0,False,False,2391.0,478.2,5,4,2391.0,5,287,782.852,287,2.7277073170731705,zhidaoyu,2.830858373205742,1045.0,-3.643808433120601
S003,R003,PRO,11,Image_003,AOI hit [Image_003 - AOI_018],AOI_018,human_activities,29646,4384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,11,Image_003,AOI hit [Image_003 - AOI_027],AOI_027,riparian_vegetation,2012413,4384,275.0,275.0,275.0,275.0,1,739.0,275.0,False,False,275.0,275.0,1,0,275.0,1,33,86.324,33,2.615878787878788,zhidaoyu,2.830858373205742,1045.0,-7.594148381344322
S003,R003,PRO,11,Image_003,AOI hit [Image_003 - AOI_028],AOI_028,riparian_vegetation,640117,4384,142.0,142.0,142.0,142.0,1,1056.0,142.0,False,False,142.0,142.0,1,0,142.0,1,17,43.09,17,2.534705882352941,zhidaoyu,2.830858373205742,1045.0,-10.461579203534283
S003,R003,PRO,11,Image_003,AOI hit [Image_003 - AOI_031],AOI_031,river,5317573,4384,983.0,196.6,133.0,258.0,5,206.0,217.0,False,False,983.0,245.75,4,3,983.0,4,118,302.934,118,2.5672372881355936,zhidaoyu,2.830858373205742,1045.0,-9.312408122050153
S003,R003,PRO,11,Image_003,AOI hit [Image_003 - AOI_041],AOI_041,upland_vegetation,616981,4384,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,12,Image_004,AOI hit [Image_004 - AOI_013],AOI_013,commercial_building,206903,4250,183.0,183.0,183.0,183.0,1,213.0,183.0,False,False,183.0,183.0,1,0,183.0,1,22,58.718,22,2.669,zhidaoyu,2.830858373205742,1045.0,-5.717642914874934
S003,R003,PRO,12,Image_004,AOI hit [Image_004 - AOI_018],AOI_018,human_activities,4732,4250,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,12,Image_004,AOI hit [Image_004 - AOI_025],AOI_025,human_activities,9599,4250,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,12,Image_004,AOI hit [Image_004 - AOI_027],AOI_027,riparian_vegetation,83359,4250,208.0,208.0,208.0,208.0,1,1814.0,208.0,False,False,208.0,208.0,1,0,208.0,1,25,66.622,25,2.66488,zhidaoyu,2.830858373205742,1045.0,-5.8631818100381805
S003,R003,PRO,12,Image_004,AOI hit [Image_004 - AOI_031],AOI_031,river,714772,4250,1333.0,333.25,200.0,683.0,4,1288.0,208.0,False,False,1333.0,666.5,2,1,1333.0,2,160,415.751,160,2.59844375,zhidaoyu,2.830858373205742,1045.0,-8.210040650763792
S003,R003,PRO,13,Image_005,AOI hit [Image_005 - AOI_001],AOI_001,other,43763,3900,626.0,156.5,92.0,217.0,4,1089.0,92.0,False,False,626.0,626.0,1,0,626.0,1,75,191.185,75,2.5491333333333333,zhidaoyu,2.830858373205742,1045.0,-9.951929864770152
S003,R003,PRO,13,Image_005,AOI hit [Image_005 - AOI_018],AOI_018,human_activities,324,3900,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,13,Image_005,AOI hit [Image_005 - AOI_027],AOI_027,riparian_vegetation,19468,3900,567.0,283.5,217.0,350.0,2,422.0,217.0,False,False,567.0,567.0,1,0,567.0,1,68,175.24,68,2.577058823529412,zhidaoyu,2.830858373205742,1045.0,-8.965462634180476
S003,R003,PRO,13,Image_005,AOI hit [Image_005 - AOI_028],AOI_028,riparian_vegetation,8038,3900,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,13,Image_005,AOI hit [Image_005 - AOI_041],AOI_041,upland_vegetation,13664,3900,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,14,Image_006,AOI hit [Image_006 - AOI_018],AOI_018,human_activities,2324,3449,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,14,Image_006,AOI hit [Image_006 - AOI_031],AOI_031,river,136057,3449,192.0,192.0,192.0,192.0,1,2155.0,192.0,False,False,192.0,192.0,1,0,192.0,1,23,64.349,23,2.7977826086956523,zhidaoyu,2.830858373205742,1045.0,-1.1684005396791977
S003,R003,PRO,14,Image_006,AOI hit [Image_006 - AOI_036],AOI_036,traditional_building,69048,3449,1775.0,443.75,192.0,1083.0,4,297.0,192.0,True,True,1775.0,591.6666666666666,3,2,1775.0,3,159,433.328,159,2.7253333333333334,zhidaoyu,2.830858373205742,1045.0,-3.7276693483224
S003,R003,PRO,15,Image_007,AOI hit [Image_007 - AOI_010],AOI_010,birds,18384,3067,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,15,Image_007,AOI hit [Image_007 - AOI_027],AOI_027,riparian_vegetation,75082,3067,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,15,Image_007,AOI hit [Image_007 - AOI_031],AOI_031,river,403177,3067,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,16,Image_008,AOI hit [Image_008 - AOI_031],AOI_031,river,1201972,3550,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,16,Image_008,AOI hit [Image_008 - AOI_037],AOI_037,traditional_building,187692,3550,567.0,283.5,250.0,317.0,2,1406.0,250.0,False,False,567.0,567.0,1,0,567.0,1,68,175.562,68,2.581794117647059,zhidaoyu,2.830858373205742,1045.0,-8.798188489967995
S003,R003,PRO,16,Image_008,AOI hit [Image_008 - AOI_040],AOI_040,traditional_building,235707,3550,225.0,225.0,225.0,225.0,1,289.0,225.0,False,False,225.0,225.0,1,0,225.0,1,27,65.043,27,2.4090000000000003,zhidaoyu,2.830858373205742,1045.0,-14.902136298963542
S003,R003,PRO,17,Image_009,AOI hit [Image_009 - AOI_018],AOI_018,human_activities,15690,4217,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,17,Image_009,AOI hit [Image_009 - AOI_027],AOI_027,riparian_vegetation,271198,4217,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,17,Image_009,AOI hit [Image_009 - AOI_028],AOI_028,riparian_vegetation,23048,4217,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,17,Image_009,AOI hit [Image_009 - AOI_031],AOI_031,river,1616157,4217,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,17,Image_009,AOI hit [Image_009 - AOI_041],AOI_041,upland_vegetation,497724,4217,550.0,550.0,550.0,550.0,1,3081.0,550.0,False,False,550.0,550.0,1,0,550.0,1,66,165.658,66,2.509969696969697,zhidaoyu,2.830858373205742,1045.0,-11.335384322765035
S003,R003,PRO,18,Image_010,AOI hit [Image_010 - AOI_027],AOI_027,riparian_vegetation,20772,3333,4292.0,4292.0,4292.0,4292.0,1,464.0,4292.0,True,True,4292.0,4292.0,1,0,4292.0,1,345,907.871,345,2.631510144927536,zhidaoyu,2.830858373205742,1045.0,-7.041971091349877
S003,R003,PRO,18,Image_010,AOI hit [Image_010 - AOI_031],AOI_031,river,197683,3333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,18,Image_010,AOI hit [Image_010 - AOI_033],AOI_033,sign,52163,3333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,18,Image_010,AOI hit [Image_010 - AOI_034],AOI_034,sign,13481,3333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,18,Image_010,AOI hit [Image_010 - AOI_036],AOI_036,traditional_building,5700,3333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,19,Image_011,AOI hit [Image_011 - AOI_027],AOI_027,riparian_vegetation,13146,5116,2225.0,2225.0,2225.0,2225.0,1,1473.0,2225.0,False,False,2225.0,2225.0,1,0,2225.0,1,267,718.433,267,2.690760299625468,zhidaoyu,2.830858373205742,1045.0,-4.948960884313792
S003,R003,PRO,19,Image_011,AOI hit [Image_011 - AOI_031],AOI_031,river,87306,5116,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,19,Image_011,AOI hit [Image_011 - AOI_041],AOI_041,upland_vegetation,15723,5116,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,19,Image_011,AOI hit [Image_011 - AOI_042],AOI_042,upland_vegetation,18039,5116,4292.0,4292.0,4292.0,4292.0,1,6.0,4292.0,False,False,4292.0,4292.0,1,0,4292.0,1,170,471.104,170,2.7712,zhidaoyu,2.830858373205742,1045.0,-2.1074305154370294
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_018],AOI_018,human_activities,24525,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_019],AOI_019,human_activities,17588,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_020],AOI_020,human_activities,6310,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_021],AOI_021,human_activities,5729,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_022],AOI_022,human_activities,2022,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_023],AOI_023,human_activities,4048,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_024],AOI_024,human_activities,1875,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_027],AOI_027,riparian_vegetation,16208,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_028],AOI_028,riparian_vegetation,4798,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_031],AOI_031,river,1316336,7917,2158.0,2158.0,2158.0,2158.0,1,7.0,2158.0,False,False,2158.0,2158.0,1,0,2158.0,1,152,371.514,152,2.444171052631579,zhidaoyu,2.830858373205742,1045.0,-13.659719759709056
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_036],AOI_036,traditional_building,19921,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_037],AOI_037,traditional_building,14952,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,20,Image_013,AOI hit [Image_013 - AOI_041],AOI_041,upland_vegetation,73870,7917,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_013],AOI_013,commercial_building,526791,5783,283.0,283.0,283.0,283.0,1,7.0,283.0,False,False,283.0,283.0,1,0,283.0,1,17,42.371,17,2.4924117647058823,zhidaoyu,2.830858373205742,1045.0,-11.955617833208429
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_014],AOI_014,commercial_building,132970,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_015],AOI_015,commercial_building,164675,5783,892.0,297.3333333333333,117.0,458.0,3,190.0,317.0,False,False,892.0,446.0,2,1,892.0,2,107,272.41,107,2.545887850467289,zhidaoyu,2.830858373205742,1045.0,-10.066576464429197
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_018],AOI_018,human_activities,9645,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_019],AOI_019,human_activities,26340,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_020],AOI_020,human_activities,45383,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_021],AOI_021,human_activities,35335,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_026],AOI_026,landmark,190256,5783,267.0,267.0,267.0,267.0,1,5457.0,267.0,False,False,267.0,267.0,1,0,267.0,1,32,83.406,32,2.6064375,zhidaoyu,2.830858373205742,1045.0,-7.927661635421253
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_027],AOI_027,riparian_vegetation,187514,5783,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,21,Image_014,AOI hit [Image_014 - AOI_031],AOI_031,river,3659935,5783,142.0,142.0,142.0,142.0,1,3673.0,142.0,False,False,142.0,142.0,1,0,142.0,1,17,44.479,17,2.6164117647058824,zhidaoyu,2.830858373205742,1045.0,-7.575320988489237
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_018],AOI_018,human_activities,10031,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_019],AOI_019,human_activities,12802,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_020],AOI_020,human_activities,14452,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_021],AOI_021,human_activities,2838,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_022],AOI_022,human_activities,21548,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
S003,R003,PRO,22,Image_015,AOI hit [Image_015 - AOI_023],AOI_023,human_activities,9936,5967,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.830858373205742,1045.0,
