participant,recording,participant_group,picture_id,media_code,aoi_hit_column,aoi_name,semantic_class_auto,aoi_size,duration_of_interval_ms,total_duration_of_fixations_ms,average_duration_of_fixations_ms,minimum_duration_of_fixations_ms,maximum_duration_of_fixations_ms,number_of_fixations,time_to_first_fixation_ms,duration_of_first_fixation_ms,last_aoi_viewed,aoi_at_interval_end,total_duration_of_visit_ms,average_duration_of_visit_ms,number_of_visits,revisit_count,total_duration_of_glances_ms,number_of_glances,aoi_hit_sample_count,aoi_pupil_sum,aoi_pupil_count,aoi_average_pupil_diameter,baseline_period_media_code,baseline_pupil_mean,baseline_pupil_count,aoi_pupil_expansion_rate_vs_baseline_pct
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_018],AOI_018,human_activities,5350,10566,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_019],AOI_019,human_activities,7717,10566,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_027],AOI_027,riparian_vegetation,53370,10566,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_028],AOI_028,riparian_vegetation,62191,10566,267.0,267.0,267.0,267.0,1,5436.0,267.0,False,False,267.0,267.0,1,0,267.0,1,32,86.211,32,2.69409375,zhidaoyu,2.5884545454545456,1067.0,4.081169002212617
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_031],AOI_031,river,2089099,10566,650.0,650.0,650.0,650.0,1,3.0,650.0,False,False,650.0,650.0,1,0,650.0,1,30,86.422,30,2.880733333333333,zhidaoyu,2.5884545454545456,1067.0,11.291633009049496
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_036],AOI_036,traditional_building,218800,10566,2566.0,427.6666666666667,250.0,608.0,6,970.0,500.0,False,False,2566.0,641.5,4,3,2566.0,4,308,801.638,308,2.602720779220779,zhidaoyu,2.5884545454545456,1067.0,0.5511487072966302
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_037],AOI_037,traditional_building,16676,10566,742.0,371.0,275.0,467.0,2,6803.0,467.0,False,False,742.0,371.0,2,1,742.0,2,89,230.379,89,2.58852808988764,zhidaoyu,2.5884545454545456,1067.0,0.0028412487761758
S001,R001,PRO,1,Image_001,AOI hit [Image_001 - AOI_041],AOI_041,upland_vegetation,174994,10566,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_002],AOI_002,traditional_building,1113399,6317,1724.0,344.8,183.0,533.0,5,537.0,183.0,False,False,1724.0,862.0,2,1,1724.0,2,207,533.432,207,2.5769661835748794,zhidaoyu,2.5884545454545456,1067.0,-0.4438309299207246
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_018],AOI_018,human_activities,36310,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_019],AOI_019,human_activities,27638,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_020],AOI_020,human_activities,26420,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_021],AOI_021,human_activities,61864,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_022],AOI_022,human_activities,44668,6317,242.0,242.0,242.0,242.0,1,2670.0,242.0,False,False,242.0,242.0,1,0,242.0,1,29,75.57300000000001,29,2.60596551724138,zhidaoyu,2.5884545454545456,1067.0,0.6765029665127379
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_023],AOI_023,human_activities,45749,6317,208.0,208.0,208.0,208.0,1,3429.0,208.0,False,False,208.0,208.0,1,0,208.0,1,25,63.223,24,2.6342916666666665,zhidaoyu,2.5884545454545456,1067.0,1.770829674896674
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_031],AOI_031,river,2833371,6317,267.0,267.0,267.0,267.0,1,2929.0,267.0,False,False,267.0,267.0,1,0,267.0,1,32,84.671,32,2.64596875,zhidaoyu,2.5884545454545456,1067.0,2.2219514979103043
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_033],AOI_033,sign,75675,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,2,Image_012,AOI hit [Image_012 - AOI_035],AOI_035,sign,53882,6317,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,3,Image_023,AOI hit [Image_023 - AOI_027],AOI_027,riparian_vegetation,10615,4333,158.0,158.0,158.0,158.0,1,3937.0,158.0,False,False,158.0,158.0,1,0,158.0,1,19,49.157,19,2.5872105263157894,zhidaoyu,2.5884545454545456,1067.0,-0.0480603045914295
S001,R001,PRO,3,Image_023,AOI hit [Image_023 - AOI_031],AOI_031,river,62158,4333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,3,Image_023,AOI hit [Image_023 - AOI_033],AOI_033,sign,9205,4333,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,3,Image_023,AOI hit [Image_023 - AOI_041],AOI_041,upland_vegetation,16849,4333,392.0,196.0,142.0,250.0,2,545.0,142.0,False,False,392.0,196.0,2,1,392.0,2,47,122.415,47,2.6045744680851066,zhidaoyu,2.5884545454545456,1067.0,0.6227624378750802
S001,R001,PRO,4,Image_026,AOI hit [Image_026 - AOI_018],AOI_018,human_activities,10859,4000,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,4,Image_026,AOI hit [Image_026 - AOI_027],AOI_027,riparian_vegetation,662477,4000,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,4,Image_026,AOI hit [Image_026 - AOI_028],AOI_028,riparian_vegetation,46746,4000,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,4,Image_026,AOI hit [Image_026 - AOI_029],AOI_029,riparian_vegetation,135520,4000,1125.0,562.5,292.0,833.0,2,1054.0,292.0,False,False,1125.0,562.5,2,1,1125.0,2,135,356.626,135,2.641674074074074,zhidaoyu,2.5884545454545456,1067.0,2.0560348920549765
S001,R001,PRO,4,Image_026,AOI hit [Image_026 - AOI_031],AOI_031,river,42288,4000,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,5,Image_027,AOI hit [Image_027 - AOI_012],AOI_012,commercial_building,794126,4600,225.0,225.0,225.0,225.0,1,4312.0,225.0,False,False,225.0,225.0,1,0,225.0,1,27,69.182,27,2.5622962962962963,zhidaoyu,2.5884545454545456,1067.0,-1.0105740200918132
S001,R001,PRO,5,Image_027,AOI hit [Image_027 - AOI_027],AOI_027,riparian_vegetation,516054,4600,192.0,96.0,75.0,117.0,2,3137.0,75.0,False,False,192.0,192.0,1,0,192.0,1,23,59.371,23,2.5813478260869567,zhidaoyu,2.5884545454545456,1067.0,-0.2745545360287914
S001,R001,PRO,5,Image_027,AOI hit [Image_027 - AOI_028],AOI_028,riparian_vegetation,20262,4600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,5,Image_027,AOI hit [Image_027 - AOI_029],AOI_029,riparian_vegetation,12876,4600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,5,Image_027,AOI hit [Image_027 - AOI_031],AOI_031,river,26631,4600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,6,Image_028,AOI hit [Image_028 - AOI_010],AOI_010,birds,62962,3050,1167.0,389.0,192.0,742.0,3,696.0,192.0,True,True,1167.0,583.5,2,1,1167.0,2,106,264.491,106,2.495198113207547,zhidaoyu,2.5884545454545456,1067.0,-3.6027842331927884
S001,R001,PRO,6,Image_028,AOI hit [Image_028 - AOI_027],AOI_027,riparian_vegetation,2568165,3050,2109.0,421.8,192.0,742.0,5,312.0,367.0,True,True,2109.0,703.0,3,2,2109.0,3,219,548.971,219,2.5067168949771688,zhidaoyu,2.5884545454545456,1067.0,-3.1577780888952507
S001,R001,PRO,6,Image_028,AOI hit [Image_028 - AOI_031],AOI_031,river,10735011,3050,450.0,225.0,133.0,317.0,2,4.0,317.0,False,False,450.0,225.0,2,1,450.0,2,49,124.226,49,2.5352244897959184,zhidaoyu,2.5884545454545456,1067.0,-2.0564415841144195
S001,R001,PRO,7,Image_029,AOI hit [Image_029 - AOI_018],AOI_018,human_activities,230712,8450,550.0,275.0,267.0,283.0,2,1862.0,267.0,False,False,550.0,275.0,2,1,550.0,2,66,179.191,66,2.715015151515152,zhidaoyu,2.5884545454545456,1067.0,4.889427410763417
S001,R001,PRO,7,Image_029,AOI hit [Image_029 - AOI_019],AOI_019,human_activities,73980,8450,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,7,Image_029,AOI hit [Image_029 - AOI_027],AOI_027,riparian_vegetation,3422143,8450,2327.0,211.54545454545453,67.0,600.0,11,346.0,200.0,False,False,2327.0,387.8333333333333,6,5,2327.0,6,279,742.428,279,2.661032258064516,zhidaoyu,2.5884545454545456,1067.0,2.80390137572323
S001,R001,PRO,7,Image_029,AOI hit [Image_029 - AOI_031],AOI_031,river,3623638,8450,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,7,Image_029,AOI hit [Image_029 - AOI_036],AOI_036,traditional_building,2132602,8450,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,8,Image_030,AOI hit [Image_030 - AOI_010],AOI_010,birds,7613,5600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,8,Image_030,AOI hit [Image_030 - AOI_026],AOI_026,landmark,19147,5600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,8,Image_030,AOI hit [Image_030 - AOI_027],AOI_027,riparian_vegetation,101223,5600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,8,Image_030,AOI hit [Image_030 - AOI_028],AOI_028,riparian_vegetation,20086,5600,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,8,Image_030,AOI hit [Image_030 - AOI_031],AOI_031,river,298456,5600,892.0,446.0,275.0,617.0,2,4.0,617.0,False,False,892.0,892.0,1,0,892.0,1,72,189.057,72,2.6257916666666663,zhidaoyu,2.5884545454545456,1067.0,1.442448401409504
S001,R001,PRO,9,Image_031,AOI hit [Image_031 - AOI_013],AOI_013,commercial_building,42936,5766,1200.0,600.0,475.0,725.0,2,2821.0,475.0,True,True,1200.0,600.0,2,1,1200.0,2,89,227.04,89,2.5510112359550563,zhidaoyu,2.5884545454545456,1067.0,-1.446550783178386
S001,R001,PRO,9,Image_031,AOI hit [Image_031 - AOI_031],AOI_031,river,1515829,5766,308.0,308.0,308.0,308.0,1,1021.0,308.0,False,False,308.0,308.0,1,0,308.0,1,37,98.473,37,2.6614324324324325,zhidaoyu,2.5884545454545456,1067.0,2.8193613484942115
S001,R001,PRO,9,Image_031,AOI hit [Image_031 - AOI_033],AOI_033,sign,59621,5766,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,10,Image_002,AOI hit [Image_002 - AOI_031],AOI_031,river,2627951,8050,200.0,200.0,200.0,200.0,1,4955.0,200.0,False,False,200.0,200.0,1,0,200.0,1,24,64.455,24,2.685625,zhidaoyu,2.5884545454545456,1067.0,3.753995012819155
S001,R001,PRO,10,Image_002,AOI hit [Image_002 - AOI_033],AOI_033,sign,217062,8050,2150.0,358.3333333333333,192.0,725.0,6,5.0,725.0,False,False,2150.0,716.6666666666666,3,2,2150.0,3,226,590.401,226,2.6123938053097344,zhidaoyu,2.5884545454545456,1067.0,0.9248476044220046
S001,R001,PRO,10,Image_002,AOI hit [Image_002 - AOI_036],AOI_036,traditional_building,1780066,8050,1558.0,519.3333333333334,300.0,825.0,3,2013.0,300.0,True,True,1558.0,519.3333333333334,3,2,1558.0,3,140,369.492,140,2.639228571428572,zhidaoyu,2.5884545454545456,1067.0,1.9615575658142363
S001,R001,PRO,11,Image_003,AOI hit [Image_003 - AOI_018],AOI_018,human_activities,29646,6550,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,11,Image_003,AOI hit [Image_003 - AOI_027],AOI_027,riparian_vegetation,2012413,6550,2008.0,334.6666666666667,125.0,558.0,6,2288.0,333.0,False,False,2008.0,1004.0,2,1,2008.0,2,241,594.648,238,2.4985210084033613,zhidaoyu,2.5884545454545456,1067.0,-3.474410520714454
S001,R001,PRO,11,Image_003,AOI hit [Image_003 - AOI_028],AOI_028,riparian_vegetation,640117,6550,1425.0,712.5,600.0,825.0,2,5.0,825.0,True,True,1425.0,712.5,2,1,1425.0,2,90,243.247,90,2.7027444444444444,zhidaoyu,2.5884545454545456,1067.0,4.415372067884968
S001,R001,PRO,11,Image_003,AOI hit [Image_003 - AOI_031],AOI_031,river,5317573,6550,717.0,358.5,292.0,425.0,2,2663.0,292.0,False,False,717.0,717.0,1,0,717.0,1,86,223.51,86,2.598953488372093,zhidaoyu,2.5884545454545456,1067.0,0.4056066171215537
S001,R001,PRO,11,Image_003,AOI hit [Image_003 - AOI_041],AOI_041,upland_vegetation,616981,6550,591.0,295.5,208.0,383.0,2,430.0,208.0,False,False,591.0,295.5,2,1,591.0,2,71,181.087,71,2.550521126760563,zhidaoyu,2.5884545454545456,1067.0,-1.4654852162884349
S001,R001,PRO,12,Image_004,AOI hit [Image_004 - AOI_013],AOI_013,commercial_building,206903,6950,2275.0,379.1666666666667,208.0,600.0,6,5.0,600.0,False,False,2275.0,455.0,5,4,2275.0,5,230,592.394,230,2.5756260869565217,zhidaoyu,2.5884545454545456,1067.0,-0.4956030045245044
S001,R001,PRO,12,Image_004,AOI hit [Image_004 - AOI_018],AOI_018,human_activities,4732,6950,791.0,395.5,208.0,583.0,2,472.0,208.0,False,False,791.0,395.5,2,1,791.0,2,95,252.332,95,2.6561263157894737,zhidaoyu,2.5884545454545456,1067.0,2.61436966137818
S001,R001,PRO,12,Image_004,AOI hit [Image_004 - AOI_025],AOI_025,human_activities,9599,6950,192.0,192.0,192.0,192.0,1,722.0,192.0,False,False,192.0,192.0,1,0,192.0,1,23,60.646,23,2.6367826086956523,zhidaoyu,2.5884545454545456,1067.0,1.8670624649744456
S001,R001,PRO,12,Image_004,AOI hit [Image_004 - AOI_027],AOI_027,riparian_vegetation,83359,6950,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,12,Image_004,AOI hit [Image_004 - AOI_031],AOI_031,river,714772,6950,709.0,236.33333333333331,175.0,292.0,3,2413.0,175.0,False,False,709.0,354.5,2,1,709.0,2,85,223.214,85,2.6260470588235294,zhidaoyu,2.5884545454545456,1067.0,1.452314989845897
S001,R001,PRO,13,Image_005,AOI hit [Image_005 - AOI_001],AOI_001,other,43763,6383,775.0,387.5,350.0,425.0,2,5105.0,350.0,False,False,775.0,775.0,1,0,775.0,1,93,256.094,93,2.7536989247311827,zhidaoyu,2.5884545454545456,1067.0,6.3839011415832845
S001,R001,PRO,13,Image_005,AOI hit [Image_005 - AOI_018],AOI_018,human_activities,324,6383,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,13,Image_005,AOI hit [Image_005 - AOI_027],AOI_027,riparian_vegetation,19468,6383,475.0,237.5,233.0,242.0,2,255.0,233.0,False,False,475.0,237.5,2,1,475.0,2,57,156.967,57,2.75380701754386,zhidaoyu,2.5884545454545456,1067.0,6.388077101051722
S001,R001,PRO,13,Image_005,AOI hit [Image_005 - AOI_028],AOI_028,riparian_vegetation,8038,6383,308.0,308.0,308.0,308.0,1,4405.0,308.0,False,False,308.0,308.0,1,0,308.0,1,37,105.776,37,2.8588108108108106,zhidaoyu,2.5884545454545456,1067.0,10.44469820152044
S001,R001,PRO,13,Image_005,AOI hit [Image_005 - AOI_041],AOI_041,upland_vegetation,13664,6383,1626.0,542.0,367.0,717.0,3,780.0,542.0,True,True,1626.0,542.0,3,2,1626.0,3,168,457.436,168,2.722833333333333,zhidaoyu,2.5884545454545456,1067.0,5.191467940387953
S001,R001,PRO,14,Image_006,AOI hit [Image_006 - AOI_018],AOI_018,human_activities,2324,13117,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,14,Image_006,AOI hit [Image_006 - AOI_031],AOI_031,river,136057,13117,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,14,Image_006,AOI hit [Image_006 - AOI_036],AOI_036,traditional_building,69048,13117,5425.0,542.5,242.0,1067.0,10,622.0,567.0,True,True,5425.0,904.1666666666666,6,5,5425.0,6,614,1661.102,614,2.7053778501628667,zhidaoyu,2.5884545454545456,1067.0,4.51710867064072
S001,R001,PRO,15,Image_007,AOI hit [Image_007 - AOI_010],AOI_010,birds,18384,6833,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,15,Image_007,AOI hit [Image_007 - AOI_027],AOI_027,riparian_vegetation,75082,6833,650.0,162.5,67.0,258.0,4,4439.0,258.0,False,False,650.0,650.0,1,0,650.0,1,78,201.683,78,2.5856794871794877,zhidaoyu,2.5884545454545456,1067.0,-0.1072090788664396
S001,R001,PRO,15,Image_007,AOI hit [Image_007 - AOI_031],AOI_031,river,403177,6833,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,16,Image_008,AOI hit [Image_008 - AOI_031],AOI_031,river,1201972,4900,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,16,Image_008,AOI hit [Image_008 - AOI_037],AOI_037,traditional_building,187692,4900,951.0,317.0,192.0,467.0,3,673.0,192.0,False,False,951.0,475.5,2,1,951.0,2,114,295.728,114,2.594105263157895,zhidaoyu,2.5884545454545456,1067.0,0.2183046912402727
S001,R001,PRO,16,Image_008,AOI hit [Image_008 - AOI_040],AOI_040,traditional_building,235707,4900,2142.0,267.75,117.0,692.0,8,231.0,408.0,True,True,2142.0,428.4,5,4,2142.0,5,236,606.96,236,2.571864406779661,zhidaoyu,2.5884545454545456,1067.0,-0.6409283371043719
S001,R001,PRO,17,Image_009,AOI hit [Image_009 - AOI_018],AOI_018,human_activities,15690,5033,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,17,Image_009,AOI hit [Image_009 - AOI_027],AOI_027,riparian_vegetation,271198,5033,742.0,742.0,742.0,742.0,1,1873.0,742.0,False,False,742.0,742.0,1,0,742.0,1,89,231.935,89,2.606011235955056,zhidaoyu,2.5884545454545456,1067.0,0.6782692217385416
S001,R001,PRO,17,Image_009,AOI hit [Image_009 - AOI_028],AOI_028,riparian_vegetation,23048,5033,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,17,Image_009,AOI hit [Image_009 - AOI_031],AOI_031,river,1616157,5033,500.0,250.0,225.0,275.0,2,214.0,275.0,False,False,500.0,250.0,2,1,500.0,2,60,161.292,60,2.6882,zhidaoyu,2.5884545454545456,1067.0,3.853475222140274
S001,R001,PRO,17,Image_009,AOI hit [Image_009 - AOI_041],AOI_041,upland_vegetation,497724,5033,867.0,433.5,225.0,642.0,2,856.0,225.0,False,False,867.0,433.5,2,1,867.0,2,104,283.964,104,2.730423076923077,zhidaoyu,2.5884545454545456,1067.0,5.484683195145731
S001,R001,PRO,18,Image_010,AOI hit [Image_010 - AOI_027],AOI_027,riparian_vegetation,20772,8250,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,18,Image_010,AOI hit [Image_010 - AOI_031],AOI_031,river,197683,8250,125.0,125.0,125.0,125.0,1,3340.0,125.0,False,False,125.0,125.0,1,0,125.0,1,15,38.614,15,2.574266666666667,zhidaoyu,2.5884545454545456,1067.0,-0.5481216122876585
S001,R001,PRO,18,Image_010,AOI hit [Image_010 - AOI_033],AOI_033,sign,52163,8250,900.0,300.0,125.0,542.0,3,1623.0,542.0,False,False,900.0,450.0,2,1,900.0,2,108,287.476,108,2.661814814814815,zhidaoyu,2.5884545454545456,1067.0,2.8341339618690062
S001,R001,PRO,18,Image_010,AOI hit [Image_010 - AOI_034],AOI_034,sign,13481,8250,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,18,Image_010,AOI hit [Image_010 - AOI_036],AOI_036,traditional_building,5700,8250,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,19,Image_011,AOI hit [Image_011 - AOI_027],AOI_027,riparian_vegetation,13146,3850,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,19,Image_011,AOI hit [Image_011 - AOI_031],AOI_031,river,87306,3850,242.0,242.0,242.0,242.0,1,440.0,242.0,False,False,242.0,242.0,1,0,242.0,1,29,74.774,29,2.578413793103448,zhidaoyu,2.5884545454545456,1067.0,-0.3879052992732489
S001,R001,PRO,19,Image_011,AOI hit [Image_011 - AOI_041],AOI_041,upland_vegetation,15723,3850,342.0,342.0,342.0,342.0,1,3356.0,342.0,False,False,342.0,342.0,1,0,342.0,1,41,108.351,41,2.6427073170731705,zhidaoyu,2.5884545454545456,1067.0,2.0959522628626224
S001,R001,PRO,19,Image_011,AOI hit [Image_011 - AOI_042],AOI_042,upland_vegetation,18039,3850,300.0,150.0,83.0,217.0,2,990.0,217.0,False,False,300.0,300.0,1,0,300.0,1,36,68.943,26,2.651653846153846,zhidaoyu,2.5884545454545456,1067.0,2.4415843349569992
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_018],AOI_018,human_activities,24525,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_019],AOI_019,human_activities,17588,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_020],AOI_020,human_activities,6310,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_021],AOI_021,human_activities,5729,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_022],AOI_022,human_activities,2022,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_023],AOI_023,human_activities,4048,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_024],AOI_024,human_activities,1875,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_027],AOI_027,riparian_vegetation,16208,7683,358.0,358.0,358.0,358.0,1,298.0,358.0,False,False,358.0,358.0,1,0,358.0,1,43,106.707,42,2.540642857142857,zhidaoyu,2.5884545454545456,1067.0,-1.8471133053368876
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_028],AOI_028,riparian_vegetation,4798,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_031],AOI_031,river,1316336,7683,325.0,325.0,325.0,325.0,1,6.0,325.0,False,False,325.0,325.0,1,0,325.0,1,26,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_036],AOI_036,traditional_building,19921,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_037],AOI_037,traditional_building,14952,7683,459.0,229.5,117.0,342.0,2,2623.0,117.0,False,False,459.0,229.5,2,1,459.0,2,55,140.917,54,2.6095740740740743,zhidaoyu,2.5884545454545456,1067.0,0.8159126710034621
S001,R001,PRO,20,Image_013,AOI hit [Image_013 - AOI_041],AOI_041,upland_vegetation,73870,7683,0.0,,,,0,,,False,False,0.0,,0,0,0.0,0,0,0.0,0,,zhidaoyu,2.5884545454545456,1067.0,
S001,R001,PRO,21,Image_014,AOI hit [Image_014 - AOI_013],AOI_013,commercial_building,526791,7250,333.0,333.0,333.0,333.0,1,2907.0,333.0,False,False,333.0,333.0,1,0,333.0,1,40,102.882,40,2.57205,zhidaoyu,2.5884545454545456,1067.0,-0.633758297334323
