participant,recording,participant_group,picture_id,media_code,interval_start_ms,interval_end_ms,interval_duration_ms,sample_count,valid_sample_count,eyes_not_found_count,pupil_sum,pupil_count,sample_start_ms,sample_end_ms,presented_media_width,presented_media_height,original_media_width,original_media_height,pupil_mean,pupil_median,pupil_within_participant_z,pupil_baseline_corrected_pct,participant_pupil_mean,participant_pupil_std,participant_pupil_median,baseline_period_media_code,baseline_pupil_mean,baseline_pupil_median,baseline_pupil_count,pupil_expansion_rate_vs_baseline_pct,pupil_median_expansion_rate_vs_baseline_pct,valid_sample_ratio,eyes_not_found_ratio,fixation_count,total_fixation_duration_ms,mean_fixation_duration_ms,min_fixation_duration_ms,max_fixation_duration_ms,first_fixation_start_ms,first_fixation_duration_ms,scanpath_length_px,mean_fixation_to_fixation_distance_px,aoi_transition_count,aoi_transition_entropy,time_to_first_fixation_ms,saccade_count,total_saccade_duration_ms,mean_saccade_duration_ms,normalized_scanpath_length,class_birds_fixation_duration_ms,class_birds_fixation_count,class_birds_visit_count,class_birds_visit_duration_ms,class_bridge_fixation_duration_ms,class_bridge_fixation_count,class_bridge_visit_count,class_bridge_visit_duration_ms,class_commercial_building_fixation_duration_ms,class_commercial_building_fixation_count,class_commercial_building_visit_count,class_commercial_building_visit_duration_ms,class_dragon_boat_fixation_duration_ms,class_dragon_boat_fixation_count,class_dragon_boat_visit_count,class_dragon_boat_visit_duration_ms,class_human_activities_fixation_duration_ms,class_human_activities_fixation_count,class_human_activities_visit_count,class_human_activities_visit_duration_ms,class_landmark_fixation_duration_ms,class_landmark_fixation_count,class_landmark_visit_count,class_landmark_visit_duration_ms,class_other_fixation_duration_ms,class_other_fixation_count,class_other_visit_count,class_other_visit_duration_ms,class_riparian_vegetation_fixation_duration_ms,class_riparian_vegetation_fixation_count,class_riparian_vegetation_visit_count,class_riparian_vegetation_visit_duration_ms,class_river_fixation_duration_ms,class_river_fixation_count,class_river_visit_count,class_river_visit_duration_ms,class_sign_fixation_duration_ms,class_sign_fixation_count,class_sign_visit_count,class_sign_visit_duration_ms,class_traditional_building_fixation_duration_ms,class_traditional_building_fixation_count,class_traditional_building_visit_count,class_traditional_building_visit_duration_ms,class_upland_vegetation_fixation_duration_ms,class_upland_vegetation_fixation_count,class_upland_vegetation_visit_count,class_upland_vegetation_visit_duration_ms,class_birds_duration_share_of_trial,class_bridge_duration_share_of_trial,class_commercial_building_duration_share_of_trial,class_dragon_boat_duration_share_of_trial,class_human_activities_duration_share_of_trial,class_landmark_duration_share_of_trial,class_other_duration_share_of_trial,class_riparian_vegetation_duration_share_of_trial,class_river_duration_share_of_trial,class_sign_duration_share_of_trial,class_traditional_building_duration_share_of_trial,class_upland_vegetation_duration_share_of_trial,semantic_attention_entropy,semantic_attention_hhi,semantic_attention_gini,class_birds_aoi_pupil_count,class_bridge_aoi_pupil_count,class_commercial_building_aoi_pupil_count,class_dragon_boat_aoi_pupil_count,class_human_activities_aoi_pupil_count,class_landmark_aoi_pupil_count,class_other_aoi_pupil_count,class_riparian_vegetation_aoi_pupil_count,class_river_aoi_pupil_count,class_sign_aoi_pupil_count,class_traditional_building_aoi_pupil_count,class_upland_vegetation_aoi_pupil_count,class_birds_average_pupil_diameter,class_bridge_average_pupil_diameter,class_commercial_building_average_pupil_diameter,class_dragon_boat_average_pupil_diameter,class_human_activities_average_pupil_diameter,class_landmark_average_pupil_diameter,class_other_average_pupil_diameter,class_riparian_vegetation_average_pupil_diameter,class_river_average_pupil_diameter,class_sign_average_pupil_diameter,class_traditional_building_average_pupil_diameter,class_upland_vegetation_average_pupil_diameter,class_birds_pupil_expansion_rate_vs_baseline_pct,class_bridge_pupil_expansion_rate_vs_baseline_pct,class_commercial_building_pupil_expansion_rate_vs_baseline_pct,class_dragon_boat_pupil_expansion_rate_vs_baseline_pct,class_human_activities_pupil_expansion_rate_vs_baseline_pct,class_landmark_pupil_expansion_rate_vs_baseline_pct,class_other_pupil_expansion_rate_vs_baseline_pct,class_riparian_vegetation_pupil_expansion_rate_vs_baseline_pct,class_river_pupil_expansion_rate_vs_baseline_pct,class_sign_pupil_expansion_rate_vs_baseline_pct,class_traditional_building_pupil_expansion_rate_vs_baseline_pct,class_upland_vegetation_pupil_expansion_rate_vs_baseline_pct
S008,R008,PRO,19,Image_011,230093,235826,5733,688,594,94,2246.279,592,230097,235822,1440.0,1080.0,960.0,720.0,3.794390202702703,3.808,0.6240116763419756,5.777777777777771,3.605653567300621,0.3024568971344843,3.6,zhidaoyu,3.123585472419443,3.08,1831.0,21.47547221634607,23.636363636363622,0.8633720930232558,0.1366279069767441,18,4208.0,233.77777777777777,100.0,400.0,230097.0,275.0,5474.727353223073,322.0427854837102,6,2.584962500721156,4.0,26,1092.0,42.0,3.0415151962350406,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,317.0,2,2,317.0,0.0,0,0,0.0,0.0,0,0,0.0,767.0,2,2,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753326996197718,0.0,0.0,0.1822718631178707,0.8718464996297552,0.586166106126006,0.8679274292742928,,,,,,,,0.0,37.0,,,92.0,,,,,,,,,3.706621621621622,,,3.807815217391304,,,,,,,,,18.66560573898992,,,21.905267232590734
S008,R008,PRO,20,Image_013,235826,246943,11117,1334,1132,202,4004.55,1132,235831,246939,1920.0,1080.0,3840.0,2160.0,3.537588339222615,3.524,-0.2250410842763527,-2.111111111111113,3.605653567300621,0.3024568971344843,3.6,zhidaoyu,3.123585472419443,3.08,1831.0,13.254091186513833,14.415584415584416,0.848575712143928,0.1514242878560719,30,7761.0,258.7,100.0,783.0,235831.0,292.0,6180.799307492082,213.13101060317524,10,2.3709505944546687,5.0,50,1616.0,32.32,2.805746602232528,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1825.0,4,3,1825.0,0.0,0,0,0.0,0.0,0,0,0.0,108.0,1,1,108.0,0.0,0,0,0.0,0.0,0,0,0.0,367.0,2,1,367.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.2351501095219688,0.0,0.0,0.0139157325086973,0.0,0.0,0.0472877206545548,0.0,0.8945043539525994,0.6572737240075615,0.8744202898550725,,,,,219.0,,,13.0,0.0,,44.0,0.0,,,,,3.514607305936073,,,3.6725384615384615,,,3.642613636363636,,,,,,12.51836509579344,,,17.57445070628449,,,16.616422650415533,
S008,R008,PRO,21,Image_014,246943,256159,9216,1106,989,117,3360.743,989,246948,256156,1440.0,1080.0,4032.0,3024.0,3.3981223458038428,3.409,-0.6861513936794144,-5.305555555555563,3.605653567300621,0.3024568971344843,3.6,zhidaoyu,3.123585472419443,3.08,1831.0,8.78915835050773,10.681818181818173,0.8942133815551537,0.1057866184448463,29,7644.0,263.58620689655174,75.0,708.0,246948.0,650.0,8551.927572650402,305.42598473751434,15,2.638920595031593,5.0,39,1385.0,35.51282051282051,4.751070873694668,0.0,0,0,0.0,0.0,0,0,0.0,2266.0,7,5,2266.0,0.0,0,0,0.0,2342.0,5,4,2342.0,317.0,1,1,317.0,0.0,0,0,0.0,0.0,0,0,0.0,325.0,1,1,325.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2964416535845107,0.0,0.3063840920983778,0.0414704343275771,0.0,0.0,0.042517006802721,0.0,0.0,0.0,1.53570965423133,0.392774022675737,0.7939047619047619,,,170.0,,256.0,38.0,,0.0,39.0,,,,,,3.5714941176470587,,3.41248046875,3.322868421052632,,,3.3256666666666663,,,,,,14.339567435645616,,9.248826352966326,6.379942229620807,,,6.4695266395478805,,,
S008,R008,PRO,22,Image_015,256159,262643,6484,778,662,116,2168.219,662,256164,262640,1440.0,1080.0,4032.0,3024.0,3.275255287009064,3.245,-1.0923813720956366,-9.86111111111111,3.605653567300621,0.3024568971344843,3.6,zhidaoyu,3.123585472419443,3.08,1831.0,4.855631962974314,5.3571428571428585,0.8508997429305912,0.1491002570694087,15,5077.0,338.46666666666664,92.0,975.0,256164.0,550.0,3991.7554361331663,285.1253882952262,9,2.5032583347756456,5.0,26,675.0,25.96153846153846,2.2176419089628703,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1593.0,5,4,1593.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1692.0,5,3,1692.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.3137679732125271,0.0,0.0,0.0,0.0,0.0,0.3332676777624581,0.0,0.9993447456027592,0.5004541189716645,0.8358447488584475,,,,,191.0,,,,0.0,0.0,203.0,,,,,,3.281298429319372,,,,,,3.254226600985221,,,,,,5.049100090024705,,,,,,4.18240927675295,
S008,R008,PRO,23,Image_016,262643,271642,8999,1080,911,169,590.665,185,262648,271640,1440.0,1080.0,4032.0,3024.0,3.192783783783784,3.192,-1.3650532933069752,-11.333333333333332,3.605653567300621,0.3024568971344843,3.6,zhidaoyu,3.123585472419443,3.08,1831.0,2.215348738664146,3.63636363636364,0.8435185185185186,0.1564814814814814,28,6514.0,232.64285714285717,108.0,500.0,262665.0,258.0,5855.192986211788,216.85899948932547,4,1.0,22.0,39,1118.0,28.666666666666668,3.252884992339882,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1299.0,6,2,1299.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994166410807491,0.0,-0.0,1.0,0.9166666666666666,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,24,Image_017,271642,280209,8567,1028,885,143,0.0,0,271648,280207,1440.0,1080.0,4032.0,3024.0,,,,,,,,,,,,,,0.8608949416342413,0.1391050583657587,24,6164.0,256.8333333333333,100.0,475.0,271648.0,308.0,6091.117443289816,264.83119318651376,10,2.6464393446710157,6.0,38,1134.0,29.84210526315789,3.3839541351610087,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,750.0,2,2,750.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,258.0,1,1,258.0,0.0,0,0,0.0,3174.0,12,3,3174.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1216742375081116,0.0,0.0,0.0,0.0418559377027904,0.0,0.5149253731343284,0.0,0.994539997169326,0.6119997776904091,0.8662123385939742,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,25,Image_018,280209,290325,10116,1214,969,245,0.0,0,280215,290323,1440.0,1080.0,3648.0,2736.0,,,,,,,,,,,,,,0.7981878088962109,0.2018121911037891,30,6350.0,211.66666666666663,75.0,517.0,280340.0,75.0,6703.028913251561,231.13892804315728,14,3.0930692077718893,131.0,58,1811.0,31.224137931034484,3.723904951806423,0.0,0,0,0.0,1142.0,4,3,1142.0,1217.0,4,2,1217.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,533.0,2,1,533.0,0.0,0,0,0.0,1408.0,8,4,1408.0,0.0,0,0,0.0,0.0,0.1798425196850393,0.1916535433070866,0.0,0.0,0.0,0.0,0.0,0.0839370078740157,0.0,0.2217322834645669,0.0,1.9241556934514903,0.2732182801514332,0.7189922480620154,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,26,Image_019,290325,297542,7217,866,672,194,0.0,0,290332,297540,1439.0,1080.0,1706.0,1280.0,,,,,,,,,,,,,,0.7759815242494227,0.2240184757505773,22,4485.0,203.8636363636364,67.0,467.0,290332.0,417.0,7378.11719471453,351.33891403402527,8,2.5,7.0,38,1285.0,33.81578947368421,4.100776336402051,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,475.0,2,2,475.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,208.0,1,1,208.0,0.0,0,0,0.0,768.0,5,2,768.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.1059085841694537,0.0,0.0,0.0,0.0463768115942029,0.0,0.1712374581939799,0.0,1.414933857163993,0.4078619702374987,0.8143234550884447,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,27,Image_020,297542,305942,8400,1008,886,122,0.0,0,297548,305940,1439.0,1080.0,1706.0,1280.0,,,,,,,,,,,,,,0.878968253968254,0.121031746031746,17,6266.0,368.5882352941176,108.0,1208.0,297548.0,242.0,5129.250560736242,320.5781600460151,6,1.9182958340544891,6.0,32,965.0,30.15625,2.850850531082946,5325.0,13,3,5325.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,658.0,3,3,658.0,5041.0,12,4,5041.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.8498244494095116,0.0,0.0,0.0,0.0,0.0,0.0,0.1050111714012129,0.8045004787743377,0.0,0.0,0.0,1.2660078141940418,0.4459878637926276,0.820558176100629,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,28,Image_021,305942,315442,9500,1140,1015,125,0.0,0,305949,315440,1440.0,1080.0,4032.0,3024.0,,,,,,,,,,,,,,0.8903508771929824,0.1096491228070175,27,7460.0,276.2962962962963,67.0,1550.0,305949.0,242.0,8400.342228339421,323.0900857053624,4,1.0,7.0,38,1088.0,28.63157894736842,4.666856793521901,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,767.0,2,2,767.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.1028150134048257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9166666666666666,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,29,Image_022,315442,324875,9433,1132,979,153,0.0,0,315449,324874,1620.0,1080.0,5472.0,3648.0,,,,,,,,,,,,,,0.8648409893992933,0.1351590106007067,27,7141.0,264.48148148148147,83.0,617.0,315449.0,475.0,5334.257287831058,205.1637418396561,6,1.9182958340544891,7.0,38,1068.0,28.105263157894736,2.7397347817368023,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,950.0,5,2,950.0,267.0,1,1,267.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1330345889931382,0.0373897213275451,0.0,0.0,0.0,0.7590556615732422,0.6574817583548322,0.8801013420980554,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,30,Image_024,324875,336975,12100,1452,1171,281,0.0,0,324882,336974,1440.0,1080.0,4032.0,3024.0,,,,,,,,,,,,,,0.8064738292011019,0.193526170798898,31,7525.0,242.74193548387095,75.0,633.0,325074.0,192.0,5691.708659938579,189.72362199795265,9,2.4193819456463714,199.0,62,1843.0,29.725806451612904,3.162060366632544,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,208.0,1,1,208.0,0.0,0,0,0.0,1516.0,5,1,1516.0,767.0,4,4,767.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027641196013289,0.0,0.2014617940199335,0.1019269102990033,0.0,0.0,0.0,1.2584009698636898,0.4721628936028394,0.8375150541951024,,,,,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
S008,R008,PRO,31,Image_025,336975,344675,7700,923,757,166,0.0,0,336982,344666,1620.0,1080.0,5472.0,3648.0,,,,,,,,,,,,,,0.8201516793066089,0.1798483206933911,21,4641.0,221.0,100.0,533.0,337057.0,133.0,5926.961626354518,296.34808131772587,5,1.9219280948873625,82.0,41,1341.0,32.707317073170735,3.04415442329468,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,491.0,3,2,491.0,133.0,1,1,133.0,0.0,0,0,0.0,0.0,0,0,0.0,517.0,2,1,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105796164619694,0.028657616892911,0.0,0.0,0.1113984055160525,1.402415643069581,0.404076102193672,0.8060911481156879,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
S009,R009,PRO,1,Image_001,81557,86957,5400,648,648,0,1989.789,648,81563,86954,1440.0,1080.0,4032.0,3024.0,3.070662037037037,3.073,1.387913564749553,6.075250258888511,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,5.922855309129655,8.318646457525547,1.0,0.0,10,5591.0,559.1,208.0,1575.0,81563.0,483.0,3096.5587231927398,344.0620803547488,3,0.9182958340544896,6.0,11,391.0,35.54545454545455,1.720310401773744,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1474.0,4,2,1474.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2636379896261849,0.0,0.0,0.0,-0.0,1.0,0.9166666666666666,,,,,0.0,,,0.0,143.0,,0.0,0.0,,,,,,,,,3.168923076923077,,,,,,,,,,,,9.312381666910351,,,
S009,R009,PRO,2,Image_012,86957,95573,8616,1034,1017,17,2902.892,1017,86963,95571,1440.0,1080.0,4032.0,3024.0,2.854367748279253,2.829,-0.3911855512372608,-2.347255781843273,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,-1.538242127170711,-0.281988015509341,0.983558994197292,0.0164410058027079,30,7936.0,264.53333333333336,92.0,683.0,86963.0,650.0,5866.573395262666,202.29563431940227,11,0.9940302114769564,6.0,31,919.0,29.64516129032258,3.2592074418125923,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,3209.0,12,6,3209.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404359879032258,0.0,-0.0,1.0,0.9166666666666666,,,,,0.0,,,,0.0,0.0,361.0,,,,,,,,,,,,2.837781163434903,,,,,,,,,,,,-2.110398361021822,
S009,R009,PRO,3,Image_023,95573,101773,6200,744,693,51,2026.51,683,95580,101771,1440.0,1080.0,960.0,720.0,2.9670717423133235,2.95,0.5358457509102466,1.8294787711425744,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,2.349495666452149,3.983080719069439,0.9314516129032258,0.0685483870967741,19,5456.0,287.1578947368421,83.0,1000.0,95580.0,233.0,4724.13170948611,262.4517616381172,4,2.0,7.0,24,617.0,25.70833333333333,2.624517616381172,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,200.0,1,1,200.0,0.0,0,0,0.0,250.0,1,1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366568914956011,0.0,0.0458211143695014,0.9910760598382222,0.5061728395061729,0.8425925925925926,,,,,,,,0.0,0.0,24.0,,30.0,,,,,,,,,,3.073208333333333,,3.047533333333333,,,,,,,,,,6.010690105311587,,5.125027900464681
S009,R009,PRO,4,Image_026,101773,108023,6250,750,715,35,2047.087,699,101780,108021,1439.0,1080.0,1706.0,1280.0,2.928593705293276,2.921,0.2193499153501378,0.8284432171211606,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,1.0221911638092671,2.9608741628480657,0.9533333333333334,0.0466666666666666,17,5526.0,325.05882352941177,67.0,1250.0,101780.0,408.0,4741.644446816497,296.3527779260311,3,0.9182958340544896,7.0,20,649.0,32.45,2.635418065338771,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2050.0,4,2,2050.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709735794426348,0.0,0.0,0.0,0.0,-0.0,1.0,0.9166666666666666,,,,,0.0,,,219.0,0.0,,,,,,,,,,,2.9368904109589047,,,,,,,,,,,,1.3083870209771924,,,,
S009,R009,PRO,5,Image_027,108023,115889,7866,944,926,18,2698.668,925,108030,115888,810.0,1080.0,1280.0,1706.0,2.9174789189189188,2.944,0.1279267588416209,1.6223679668622766,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,0.6387852745506281,3.7715897074374256,0.9809322033898306,0.0190677966101694,23,8074.0,351.0434782608696,117.0,1250.0,108030.0,1250.0,3879.672487137957,176.34874941536168,8,1.811278124459133,7.0,24,690.0,28.75,2.873831471954042,0.0,0,0,0.0,0.0,0,0,0.0,2674.0,9,3,2674.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,383.0,1,1,383.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.3311865246470151,0.0,0.0,0.0,0.0,0.0474362150111468,0.0,0.0,0.0,0.0,0.5443674477384963,0.7808208213606722,0.8957856286119289,,,321.0,,,,,46.0,0.0,,,,,,2.8622990654205607,,,,,2.9957608695652174,,,,,,,-1.2646503909794553,,,,,3.3391305524130326,,,,
S009,R009,PRO,6,Image_028,115889,119839,3950,474,434,40,1208.798,431,115897,119838,1620.0,1080.0,5472.0,3648.0,2.8046357308584686,2.802,-0.8002494647492824,-3.2792544011045823,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,-3.253754033709233,-1.2336975678533713,0.9156118143459916,0.0843881856540084,9,3342.0,371.3333333333333,83.0,1592.0,115922.0,258.0,1537.8658578971283,192.23323223714107,3,0.9182958340544896,33.0,10,308.0,30.8,0.7898652714292754,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,2400.0,4,2,2400.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718132854578097,0.0,0.0,0.0,-0.0,1.0,0.9166666666666666,0.0,,,,,,,0.0,287.0,,,,,,,,,,,,2.800505226480836,,,,,,,,,,,,-3.396236277690686,,,
S009,R009,PRO,7,Image_029,119839,126639,6800,816,791,25,2259.092,789,119847,126638,1620.0,1080.0,6000.0,4000.0,2.863234474017744,2.861,-0.3182535102959858,-1.2426648256817254,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,-1.232383359212595,0.8459640465280232,0.9693627450980392,0.0306372549019607,22,6084.0,276.54545454545456,92.0,642.0,119872.0,200.0,7019.223185539303,334.2487231209192,6,2.584962500721156,33.0,23,792.0,34.43478260869565,3.605152294784564,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,133.0,1,1,133.0,0.0,0,0,0.0,0.0,0,0,0.0,3542.0,10,2,3542.0,0.0,0,0,0.0,0.0,0,0,0.0,308.0,1,1,308.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0218606180144641,0.0,0.0,0.5821827744904668,0.0,0.0,0.0506245890861275,0.0,0.5998764718834007,0.7979126577938664,0.892647920328061,,,,,16.0,,,425.0,0.0,,37.0,,,,,,2.9423125,,,2.870218823529412,,,2.830675675675676,,,,,,1.495422632856943,,,-0.9914573849993368,,,-2.355503013615785,
S009,R009,PRO,8,Image_030,126639,130973,4334,520,498,22,1363.019,497,126647,130972,1920.0,1079.0,2275.0,1279.0,2.7424929577464785,2.719,-1.311396353293892,-6.1442871936486005,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,-5.397376446549194,-4.159323228762789,0.9576923076923076,0.0423076923076923,15,3758.0,250.53333333333333,92.0,408.0,126647.0,292.0,4588.523333938819,327.75166670991564,6,2.584962500721156,8.0,16,552.0,34.5,2.08340344474233,133.0,1,1,133.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,392.0,2,1,392.0,1083.0,4,2,1083.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.035391165513571,0.0,0.0,0.0,0.0,0.0,0.0,0.1043108036189462,0.2881852048962214,0.0,0.0,0.0,1.1778898720155964,0.5198827071112101,0.8484660033167496,16.0,,,,,0.0,,47.0,129.0,,,,2.860625,,,,,,,2.7404680851063827,2.7855426356589144,,,,-1.3223974784743702,,,,,,,-5.467224671163074,-3.9123726429317855,,,
S009,R009,PRO,9,Image_031,130973,135089,4116,494,468,26,1338.36,461,130980,135089,1621.0,1080.0,2731.0,1820.0,2.9031670281995665,2.882,0.0102062574213859,-0.5177770107007139,2.9019262006537594,0.1215751763430067,2.897,zhidaoyu,2.8989607843137253,2.837,1173.0,0.1450948874024517,1.5861825872400397,0.9473684210526316,0.0526315789473684,14,3391.0,242.2142857142857,108.0,408.0,130980.0,192.0,3938.8920413687056,302.99169548990045,2,1.0,7.0,15,633.0,42.2,2.0221951655694186,0.0,0,0,0.0,0.0,0,0,0.0,475.0,2,1,475.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.140076673547626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.9166666666666666,,,57.0,,,,,,0.0,0.0,,,,,2.9009122807017547,,,,,,,,,,,,0.0673171019969959,,,,,,,,,
